Name,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
BMW,5 Series,Delhi,2012,80000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,0
Hyundai,Asta Grand Option i10,Kolkata,2015,39000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,0
Renault,Duster RxL,Chennai,2015,70000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,0
Chevrolet,1.4 LS,Pune,2009,45463,Petrol,Manual,First,14.49,1399.0,92.7,5.0,0
Honda,Amaze S i-Vtech,Kochi,2015,44776,Petrol,Manual,First,18.0,1198.0,86.7,5.0,0
Hyundai,Asta Grand i10,Coimbatore,2016,18242,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,0
Hyundai,D EON Plus,Coimbatore,2015,21190,Petrol,Manual,First,21.1,814.0,55.2,5.0,0
Volkswagen,Vento,Hyderabad,2011,89411,Diesel,Manual,First,20.54,1598.0,103.6,5.0,0
Volkswagen,GT Polo TSI,Mumbai,2015,59000,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,0
Nissan,Micra XV,Kolkata,2012,28000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,0
Volkswagen,GT Polo TSI,Pune,2013,52262,Petrol,Automatic,Third,17.2,1197.0,103.6,5.0,0
Mercedes-Benz,2009-2013 220 Avantgarde CDI E E-Class,Kochi,2014,72443,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,0
